id,name,cost_net,vat,cost_gross,category
5370,Lampa,4798.72,12,5374.57,E
5371,Powerbank,1297.62,23,1596.07,A
5372,Torba,353.32,5,370.99,D
5373,Webcam,4917.42,8,5310.81,B
5374,Adapter,1692.04,23,2081.21,H
5375,Modem,2118.93,12,2373.2,H
5376,Nawigacja,438.31,12,490.91,F
5377,Smartband,4379.53,12,4905.07,E
5378,Powerbank,2694.74,5,2829.48,H
5379,Lampa biurkowa,4618.78,5,4849.72,G
5380,Chłodzenie,194.65,5,204.38,B
5381,Filtr,3760.81,23,4625.8,F
5382,Robot kuchenny,2870.99,23,3531.32,H
5383,Smartwatch,2226.0,5,2337.3,H
5384,Zasilacz,3204.88,23,3942.0,C
5385,Dysk external,4224.95,12,4731.94,D
5386,Nawigacja,1444.48,8,1560.04,H
5387,Bindownica,3029.4,8,3271.75,D
5388,Procesor,819.98,23,1008.58,A
5389,Kabel,1928.98,8,2083.3,H
5390,Kabel,4951.89,5,5199.48,A
5391,Smartwatch,2539.67,23,3123.79,C
5392,Płyta główna,962.76,12,1078.29,B
5393,Zasilacz,1230.51,23,1513.53,H
5394,Kamera,3253.15,8,3513.4,D
5395,Soundbar,2255.34,5,2368.11,F
5396,Modem,198.56,23,244.23,A
5397,Aparat,1148.84,23,1413.07,G
5398,Soundbar,1459.48,23,1795.16,C
5399,Antena,4980.37,8,5378.8,E
5400,Powerbank,1884.0,23,2317.32,B
5401,Skaner,1816.57,8,1961.9,C
5402,Gramofon,123.44,8,133.32,H
5403,Fotel,4422.92,12,4953.67,A
5404,Pendrive,116.54,8,125.86,H
5405,Zmywarka,3430.78,23,4219.86,F
5406,Obudowa,3587.51,23,4412.64,D
5407,Ładowarka,2916.94,23,3587.84,E
5408,Bindownica,1657.67,8,1790.28,E
5409,Odtwarzacz,4836.45,12,5416.82,F
5410,Mikser,2929.87,12,3281.45,C
5411,Telefon,4009.22,23,4931.34,B
5412,Etui,4989.84,12,5588.62,F
5413,Słuchawki,2204.92,23,2712.05,D
5414,Pendrive,2976.01,23,3660.49,A
5415,Odkurzacz,391.73,8,423.07,B
5416,Lokalizator,4724.08,8,5102.01,G
5417,Słuchawki,2004.25,5,2104.46,D
5418,Aparat,3911.47,12,4380.85,D
5419,Obudowa,3677.79,8,3972.01,D
5420,Tuner,2274.64,5,2388.37,A
5421,Zmywarka,1716.91,8,1854.26,A
5422,Ładowarka,4303.97,12,4820.45,B
5423,Telewizor,4157.56,5,4365.44,E
5424,Procesor,1276.03,5,1339.83,A
5425,Klawiatura,806.01,12,902.73,A
5426,Uchwyt,1813.04,5,1903.69,A
5427,Kabel,807.62,8,872.23,E
5428,Projektor,2624.43,12,2939.36,H
5429,Obudowa,2420.87,8,2614.54,G
5430,Router,4226.82,12,4734.04,H
5431,Equalizer,2784.74,8,3007.52,B
5432,Stacja dokująca,4458.24,5,4681.15,A
5433,Karta pamięci,3547.46,12,3973.16,C
5434,Filtr,4141.36,8,4472.67,H
5435,Zasilacz,2164.22,23,2661.99,H
5436,Router,2557.49,8,2762.09,D
5437,Dysk,1475.67,8,1593.72,D
5438,Dysk external,4832.03,12,5411.87,F
5439,Słuchawki,4714.08,23,5798.32,E
5440,Pamięć RAM,3656.32,12,4095.08,H
5441,Smartwatch,1141.08,5,1198.13,D
5442,Webcam,4806.86,23,5912.44,C
5443,Pamięć RAM,4418.86,12,4949.12,B
5444,SSD,248.95,5,261.4,H
5445,Mysz,2623.02,8,2832.86,E
5446,Switch,1065.24,8,1150.46,E
5447,Odtwarzacz,2676.33,8,2890.44,H
5448,Tablet,2502.61,8,2702.82,F
5449,Pamięć RAM,1128.15,23,1387.62,C
5450,Torba,3497.97,8,3777.81,A
5451,Powerbank,3059.9,8,3304.69,F
5452,Telefon,2876.8,8,3106.94,G
5453,Hub USB,3269.14,5,3432.6,E
5454,Konwerter,1868.82,23,2298.65,G
5455,Kabel,1934.31,12,2166.43,D
5456,Odkurzacz,1067.57,12,1195.68,D
5457,Nawigacja,1618.16,12,1812.34,F
5458,Amplituner,382.28,5,401.39,D
5459,Obudowa,1556.2,5,1634.01,C
5460,Telewizor,4895.28,5,5140.04,E
5461,Hub USB,3362.2,23,4135.51,A
5462,Klimatyzator,1913.88,8,2066.99,F
5463,Adapter,500.85,12,560.95,E
5464,Pendrive,3257.16,8,3517.73,D
5465,Niszczarka,2250.93,23,2768.64,C
5466,SSD,2484.38,5,2608.6,F
5467,SSD,1621.09,12,1815.62,E
5468,Tablet,2706.43,8,2922.94,A
5469,Fotel,2810.55,5,2951.08,A
5470,Szkło hartowane,3023.83,5,3175.02,H
5471,Lodówka,1529.17,23,1880.88,E
5472,Procesor,1087.98,5,1142.38,G
5473,Karta graficzna,2765.23,23,3401.23,B
5474,Toster,3251.07,5,3413.62,A
5475,Słuchawki,1982.47,5,2081.59,F
5476,Uchwyt,1483.04,8,1601.68,D
5477,Soundbar,1487.13,23,1829.17,G
5478,Mikrofon,2311.06,8,2495.94,G
5479,SSD,1729.02,23,2126.69,H
5480,SSD,2959.16,5,3107.12,C
5481,Etui,1045.58,12,1171.05,C
5482,Mysz,3022.94,23,3718.22,B
5483,Statyw,1153.78,23,1419.15,D
5484,Tablet,309.29,8,334.03,A
5485,Zasilacz,3196.98,5,3356.83,F
5486,Podstawka,3376.4,8,3646.51,F
5487,Bindownica,1739.03,5,1825.98,B
5488,Odtwarzacz,1892.21,5,1986.82,E
5489,Aparat,3230.84,8,3489.31,H
5490,Zasilacz,2814.03,23,3461.26,H
5491,Uchwyt,124.31,8,134.25,A
5492,Uchwyt,468.1,8,505.55,C
5493,Skaner,308.87,12,345.93,F
5494,Karta graficzna,1442.53,12,1615.63,H
5495,Router,2184.81,12,2446.99,H
5496,Ładowarka,4363.27,23,5366.82,C
5497,Telefon,2254.75,12,2525.32,D
5498,Pralka,4380.84,5,4599.88,E
5499,Ładowarka,210.76,12,236.05,C
5500,Fotel,3698.7,8,3994.6,D
5501,Obiektyw,3882.24,23,4775.16,C
5502,Adapter,2144.66,23,2637.93,C
5503,Interfejs audio,2906.04,12,3254.76,F
5504,Słuchawki,2591.84,23,3187.96,E
5505,Antena,3131.44,8,3381.96,D
5506,Nawigacja,3883.03,12,4348.99,C
5507,Interfejs audio,435.46,8,470.3,G
5508,Kalkulator,340.52,5,357.55,F
5509,Niszczarka,4053.11,23,4985.33,F
5510,Webcam,1046.11,12,1171.64,B
5511,Pamięć RAM,3534.8,5,3711.54,H
5512,SSD,3306.6,8,3571.13,B
5513,Skaner,824.01,5,865.21,E
5514,Obudowa,4899.5,8,5291.46,F
5515,Lodówka,2851.58,8,3079.71,H
5516,Pamięć RAM,192.92,5,202.57,H
5517,Adapter,2123.22,5,2229.38,A
5518,Amplituner,1559.33,12,1746.45,C
5519,Klawiatura,120.82,5,126.86,C
5520,Nawigacja,3037.68,5,3189.56,F
5521,Zmywarka,2680.73,8,2895.19,B
5522,Smartwatch,2730.84,23,3358.93,B
5523,Torba,3418.42,23,4204.66,G
5524,Drukarka,2056.98,12,2303.82,F
5525,Equalizer,1039.04,8,1122.16,G
5526,Lokalizator,531.59,12,595.38,D
5527,Filtr,520.27,8,561.89,F
5528,Mikser,58.15,8,62.8,G
5529,Głośnik,2440.93,5,2562.98,B
5530,Kontroler,1561.86,5,1639.95,F
5531,Lokalizator,4143.4,8,4474.87,E
5532,Ładowarka,4235.12,12,4743.33,F
5533,Szkło hartowane,3294.0,23,4051.62,A
5534,Kamera,4129.32,5,4335.79,D
5535,Powerbank,789.78,8,852.96,A
5536,Mysz,762.62,8,823.63,A
5537,Odkurzacz,4597.01,23,5654.32,E
5538,Adapter,563.26,5,591.42,E
5539,Zmywarka,3380.69,12,3786.37,H
5540,Kontroler,1630.94,12,1826.65,G
5541,Pendrive,1329.04,23,1634.72,H
5542,Webcam,4410.04,23,5424.35,C
5543,Torba,1730.6,12,1938.27,F
5544,Lokalizator,3706.2,8,4002.7,C
5545,Konwerter,727.35,23,894.64,D
5546,Klawiatura,3724.21,23,4580.78,B
5547,Zmywarka,4192.83,5,4402.47,F
5548,Soundbar,2401.8,5,2521.89,F
5549,Głośnik,4277.0,23,5260.71,G
5550,Adapter,382.12,12,427.97,B
5551,Modem,2720.13,8,2937.74,B
5552,Lodówka,1385.34,12,1551.58,A
5553,Equalizer,1344.67,12,1506.03,C
5554,Lampa biurkowa,713.74,23,877.9,E
5555,Podstawka,4392.99,8,4744.43,H
5556,Szkło hartowane,793.72,23,976.28,F
5557,Filtr,767.99,12,860.15,G
5558,Dysk,2030.15,12,2273.77,A
5559,Stacja dokująca,877.26,12,982.53,F
5560,Soundbar,3557.57,23,4375.81,F
5561,Dysk,1620.7,8,1750.36,C
5562,Uchwyt,2959.12,12,3314.21,H
5563,Smartwatch,4469.08,12,5005.37,G
5564,Głośnik,2289.22,5,2403.68,H
5565,Smartwatch,2240.85,5,2352.89,D
5566,Tablet,3604.61,8,3892.98,F
5567,Monitor,4256.71,12,4767.52,D
5568,Karta pamięci,2307.69,5,2423.07,E
5569,Kabel,3769.87,23,4636.94,H
5570,Wzmacniacz sygnału,1743.63,8,1883.12,A
5571,Pendrive,3514.66,8,3795.83,C
5572,Torba,1038.49,5,1090.41,F
5573,Modem,1599.58,12,1791.53,H
5574,Czajnik,1919.16,23,2360.57,G
5575,Soundbar,3009.45,5,3159.92,D
5576,Mikrofon,2519.27,8,2720.81,D
5577,Amplituner,4417.66,8,4771.07,H
5578,Klawiatura,3627.14,23,4461.38,D
5579,Słuchawki,2004.22,5,2104.43,G
5580,Statyw,2423.66,5,2544.84,F
5581,Zmywarka,1246.93,12,1396.56,D
5582,Mysz,262.11,23,322.4,C
5583,Aparat,3032.76,23,3730.29,D
5584,Podstawka,2197.62,23,2703.07,F
5585,Podstawka,4588.37,8,4955.44,B
5586,Smartband,4522.59,5,4748.72,B
5587,Obiektyw,4507.94,23,5544.77,D
5588,Modem,4007.48,12,4488.38,B
5589,Pralka,4774.17,23,5872.23,H
5590,Powerbank,3563.0,5,3741.15,A
5591,Etui,1383.2,5,1452.36,B
5592,Słuchawki,3215.3,12,3601.14,E
5593,Mysz,2838.55,8,3065.63,G
5594,Kabel,1681.23,8,1815.73,F
5595,Torba,1052.37,12,1178.65,E
5596,Obiektyw,1736.98,8,1875.94,H
5597,Klawiatura,2965.65,5,3113.93,D
5598,Mysz,1162.0,8,1254.96,F
5599,Bindownica,4410.75,5,4631.29,F
5600,Niszczarka,4609.15,8,4977.88,A
5601,Equalizer,4662.2,23,5734.51,G
5602,Zasilacz,2703.26,23,3325.01,B
5603,Kabel,4959.74,8,5356.52,D
5604,Dysk external,3297.58,5,3462.46,C
5605,Kabel,2155.66,12,2414.34,E
5606,Uchwyt,729.23,5,765.69,B
5607,Modem,3195.65,12,3579.13,A
5608,Kalkulator,2861.55,12,3204.94,F
5609,Klawiatura,2364.3,23,2908.09,C
5610,Nawigacja,1729.74,8,1868.12,A
5611,Switch,1029.59,23,1266.4,A
5612,Filtr,4691.74,23,5770.84,C
5613,Nawigacja,4669.64,8,5043.21,G
5614,Subwoofer,4001.07,8,4321.16,F
5615,Podkładka,3929.92,23,4833.8,H
5616,Mysz,4264.01,12,4775.69,F
5617,Szkło hartowane,837.94,23,1030.67,G
5618,Wzmacniacz sygnału,1880.16,5,1974.17,B
5619,Soundbar,2669.53,5,2803.01,G
5620,Pamięć RAM,2961.16,23,3642.23,F
5621,Kabel,1228.26,12,1375.65,G
5622,Tablet,4912.09,12,5501.54,B
5623,Karta graficzna,3140.67,12,3517.55,C
5624,Laptop,3421.98,23,4209.04,A
5625,Słuchawki,1897.02,5,1991.87,A
5626,Płyta główna,548.94,5,576.39,C
5627,Statyw,686.55,23,844.46,D
5628,Switch,877.32,12,982.6,B
5629,Kabel,4680.82,8,5055.29,E
5630,Fotel,3733.85,23,4592.64,B
5631,Powerbank,3625.2,8,3915.22,B
5632,Tuner,1828.28,12,2047.67,E
5633,Soundbar,4910.77,8,5303.63,C
5634,Interfejs audio,866.3,5,909.62,F
5635,Mysz,136.05,5,142.85,E
5636,Kalkulator,1049.56,8,1133.52,F
5637,Ładowarka,3806.26,12,4263.01,H
5638,Odtwarzacz,3710.67,12,4155.95,B
5639,Skaner,2107.06,5,2212.41,D
5640,Robot kuchenny,1379.5,5,1448.48,H
5641,Gramofon,4728.11,23,5815.58,A
5642,Kabel,3994.83,23,4913.64,E
5643,Klawiatura,4018.16,5,4219.07,F
5644,Powerbank,1193.6,5,1253.28,G
5645,Subwoofer,3423.2,8,3697.06,B
5646,Zasilacz,4255.67,5,4468.45,G
5647,Filtr,1963.6,8,2120.69,C
5648,Uchwyt,2244.32,8,2423.87,A
5649,Wzmacniacz,3567.11,12,3995.16,H
5650,Webcam,2563.53,8,2768.61,F
5651,Robot kuchenny,1044.0,8,1127.52,H
5652,Uchwyt,280.41,8,302.84,C
5653,Laptop,4462.42,5,4685.54,H
5654,Interfejs audio,2786.48,8,3009.4,B
5655,Kabel,4166.55,8,4499.87,D
5656,Filtr,103.55,8,111.83,E
5657,Webcam,2625.24,8,2835.26,B
5658,Antena,1942.88,8,2098.31,C
5659,Zmywarka,1351.58,8,1459.71,A
5660,Głośnik,2663.65,12,2983.29,F
5661,Klimatyzator,820.63,12,919.11,A
5662,Stacja dokująca,3636.73,23,4473.18,F
5663,Powerbank,883.02,5,927.17,H
5664,Router,4982.58,23,6128.57,D
5665,Obudowa,659.26,5,692.22,B
5666,Kamera,4090.27,12,4581.1,E
5667,Powerbank,3901.65,23,4799.03,G
5668,Dysk,1049.25,5,1101.71,F
5669,Aparat,2190.1,5,2299.61,F
5670,Zasilacz,553.11,12,619.48,G
5671,Adapter,732.52,8,791.12,D
5672,Odtwarzacz,4705.71,12,5270.4,G
5673,Smartwatch,4065.13,8,4390.34,A
5674,Dysk external,4100.5,5,4305.53,C
5675,Lampa biurkowa,925.92,12,1037.03,H
5676,Mikser,4511.19,23,5548.76,A
5677,Klimatyzator,2545.15,8,2748.76,A
5678,Odkurzacz,711.55,12,796.94,A
5679,Niszczarka,2280.9,5,2394.95,B
5680,Karta pamięci,2259.52,5,2372.5,G
5681,Lampa biurkowa,4209.23,12,4714.34,D
5682,Głośnik,577.86,23,710.77,G
5683,Monitor,402.37,12,450.65,E
5684,Klawiatura,2604.3,8,2812.64,B
5685,Amplituner,1728.45,12,1935.86,F
5686,Tuner,4272.2,12,4784.86,E
5687,Kontroler,3862.01,5,4055.11,H
5688,Odkurzacz,2598.71,23,3196.41,B
5689,Stacja dokująca,1352.08,5,1419.68,H
5690,Switch,1899.74,5,1994.73,D
5691,Odtwarzacz,3190.38,5,3349.9,H
5692,Mysz,2467.78,23,3035.37,G
5693,Statyw,3456.76,23,4251.81,C
5694,Płyta główna,342.97,12,384.13,F
5695,Zmywarka,3362.28,8,3631.26,D
5696,Niszczarka,2608.3,5,2738.72,F
5697,Mikrofon,2326.85,12,2606.07,C
5698,Interfejs audio,3292.53,5,3457.16,E
5699,Podstawka,2928.28,12,3279.67,E
5700,Wzmacniacz,3367.9,8,3637.33,E
5701,Smartband,4668.64,5,4902.07,C
5702,Etui,3855.81,23,4742.65,H
5703,Zmywarka,2115.67,12,2369.55,A
5704,Pralka,3983.0,8,4301.64,A
5705,Odtwarzacz,80.49,5,84.51,A
5706,Ładowarka,4908.81,5,5154.25,C
5707,Odtwarzacz,342.96,5,360.11,C
5708,Kino domowe,1496.04,12,1675.56,D
5709,Obiektyw,3684.7,23,4532.18,E
5710,Konsola,4190.03,23,5153.74,D
5711,Mysz,295.04,8,318.64,H
5712,Tuner,1432.13,12,1603.99,F
5713,Hub USB,269.39,23,331.35,B
5714,Zasilacz,3985.56,23,4902.24,C
5715,Telewizor,83.61,5,87.79,E
5716,Etui,4410.66,5,4631.19,E
5717,Smartwatch,2838.1,12,3178.67,F
5718,Kontroler,3323.39,5,3489.56,F
5719,Karta graficzna,3337.74,5,3504.63,E
5720,Pamięć RAM,3779.93,5,3968.93,E
5721,Kolumny,2863.85,8,3092.96,F
5722,Aparat,816.66,8,881.99,D
5723,Fotel,2797.01,5,2936.86,H
5724,Gramofon,987.38,5,1036.75,D
5725,Słuchawki,4515.48,23,5554.04,G
5726,Lampa biurkowa,3592.79,12,4023.92,F
5727,Pralka,4576.49,23,5629.08,A
5728,Karta graficzna,4516.73,5,4742.57,E
5729,Switch,4461.78,8,4818.72,A
5730,Fotel,3239.98,8,3499.18,G
5731,Odkurzacz,3158.51,23,3884.97,A
5732,Fotel,3298.33,12,3694.13,C
5733,Chłodzenie,1669.54,8,1803.1,G
5734,Etui,2009.23,8,2169.97,F
5735,Kolumny,3834.22,5,4025.93,E
5736,Podkładka,4312.42,5,4528.04,A
5737,Głośnik,3347.44,5,3514.81,H
5738,Kolumny,2215.98,23,2725.66,G
5739,Telefon,4099.66,23,5042.58,F
5740,Router,2869.5,23,3529.49,D
5741,Equalizer,2544.27,12,2849.58,A
5742,Aparat,1832.77,23,2254.31,G
5743,Powerbank,4399.32,8,4751.27,H
5744,Torba,3075.58,5,3229.36,A
5745,Dysk external,2792.77,5,2932.41,D
5746,Powerbank,817.53,5,858.41,H
5747,Obiektyw,1552.44,8,1676.64,F
5748,Kolumny,4006.33,23,4927.79,B
5749,Podstawka,4845.38,12,5426.83,C
5750,Adapter,499.4,8,539.35,A
5751,Zmywarka,629.68,8,680.05,H
5752,Adapter,4877.5,8,5267.7,E
5753,Smartband,4587.95,8,4954.99,G
5754,Zasilacz,2399.62,5,2519.6,B
5755,Smartwatch,135.05,5,141.8,D
5756,Kamera,3744.74,8,4044.32,H
5757,Laptop,1093.08,5,1147.73,C
5758,Podstawka,1455.49,8,1571.93,H
5759,Webcam,4023.58,8,4345.47,E
5760,Lampa biurkowa,4937.76,12,5530.29,G
5761,Kolumny,2713.32,8,2930.39,B
5762,Kabel,3358.06,23,4130.41,D
5763,Kolumny,4302.83,12,4819.17,B
5764,Lampa,3526.35,23,4337.41,F
5765,Kamera,4863.54,23,5982.15,H
5766,Ładowarka,877.86,12,983.2,F
5767,Telewizor,2684.29,5,2818.5,A
5768,Konwerter,3236.77,23,3981.23,B
5769,Skaner,4675.08,23,5750.35,D
5770,Niszczarka,1949.84,5,2047.33,H
5771,Kamera,2193.23,12,2456.42,H
5772,Konsola,2496.51,5,2621.34,G
5773,Podstawka,4584.72,5,4813.96,B
5774,Niszczarka,2236.22,23,2750.55,E
5775,Kamera,2756.42,12,3087.19,E
5776,Stacja dokująca,3992.39,8,4311.78,A
5777,Tuner,4128.95,12,4624.42,H
5778,Drukarka,2428.99,23,2987.66,E
5779,Tablet,3335.08,8,3601.89,F
5780,Kabel,1025.63,8,1107.68,D
5781,Lodówka,1484.09,8,1602.82,H
5782,Powerbank,4629.32,5,4860.79,B
5783,Webcam,1334.71,5,1401.45,E
5784,Modem,154.65,5,162.38,H
5785,Konsola,2304.77,23,2834.87,F
5786,Tuner,590.7,12,661.58,G
5787,Projektor,3973.08,23,4886.89,H
5788,Tuner,1263.97,23,1554.68,D
5789,Amplituner,4125.31,5,4331.58,G
5790,Lampa biurkowa,1078.76,12,1208.21,E
5791,Lodówka,3384.07,23,4162.41,A
5792,Wzmacniacz sygnału,2211.45,8,2388.37,E
5793,Podkładka,3842.71,5,4034.85,G
5794,Klawiatura,56.29,5,59.1,E
5795,Smartwatch,3558.64,8,3843.33,E
5796,Konwerter,3270.66,23,4022.91,D
5797,Robot kuchenny,4948.24,8,5344.1,C
5798,Interfejs audio,3368.0,5,3536.4,C
5799,Karta pamięci,1162.67,23,1430.08,A
5800,Aparat,320.55,23,394.28,G
5801,Wzmacniacz,929.54,12,1041.08,F
5802,Telefon,4614.57,5,4845.3,A
5803,Słuchawki,1509.85,23,1857.12,H
5804,Kamera,436.77,12,489.18,G
5805,Mikser,4174.85,8,4508.84,G
5806,Pendrive,3774.87,23,4643.09,H
5807,Fotel,424.93,23,522.66,A
5808,Wzmacniacz sygnału,2804.37,5,2944.59,E
5809,Odtwarzacz,1573.13,23,1934.95,D
5810,Płyta główna,56.01,5,58.81,G
5811,Adapter,2096.75,5,2201.59,D
5812,Telewizor,3987.42,23,4904.53,E
5813,Robot kuchenny,1272.53,8,1374.33,D
5814,Mikrofon,249.53,23,306.92,G
5815,Hub USB,3006.01,5,3156.31,B
5816,Dysk,1990.97,8,2150.25,E
5817,Karta graficzna,702.52,5,737.65,H
5818,Torba,4276.31,5,4490.13,H
5819,Lodówka,2294.44,12,2569.77,D
5820,Filtr,3212.75,23,3951.68,D
5821,Kalkulator,3397.79,5,3567.68,B
5822,Nawigacja,1209.46,8,1306.22,G
5823,Kontroler,3827.25,12,4286.52,G
5824,Amplituner,4659.75,12,5218.92,B
5825,Fotel,4856.84,23,5973.91,H
5826,Mysz,2762.88,23,3398.34,F
5827,Klimatyzator,357.22,8,385.8,H
5828,Kabel,337.54,5,354.42,C
5829,Antena,986.92,23,1213.91,H
5830,Konsola,4837.53,5,5079.41,B
5831,Szkło hartowane,4290.12,23,5276.85,E
5832,Konwerter,255.12,8,275.53,A
5833,Lampa biurkowa,3695.51,5,3880.29,F
5834,Ładowarka,2209.46,23,2717.64,G
5835,Niszczarka,3667.73,23,4511.31,H
5836,Laptop,1880.02,8,2030.42,B
5837,Wzmacniacz sygnału,1390.81,5,1460.35,C
5838,Stacja dokująca,3478.4,5,3652.32,E
5839,Gramofon,2062.54,12,2310.04,E
5840,Kino domowe,4139.14,8,4470.27,F
5841,Telefon,1213.3,8,1310.36,F
5842,Uchwyt,2282.68,5,2396.81,F
5843,Powerbank,3331.81,8,3598.35,E
5844,Torba,2072.38,23,2549.03,A
5845,Mikrofon,4931.0,5,5177.55,D
5846,Antena,3369.99,5,3538.49,B
5847,Dysk external,3138.67,8,3389.76,C
5848,Nawigacja,1766.06,12,1977.99,E
5849,Mikrofon,3508.13,23,4315.0,G
5850,Słuchawki,4958.78,5,5206.72,E
5851,Webcam,4566.94,5,4795.29,D
5852,SSD,2328.58,23,2864.15,C
5853,Nawigacja,1914.22,8,2067.36,A
5854,Klawiatura,378.38,12,423.79,F
5855,Amplituner,4263.12,23,5243.64,F
5856,Lampa,2781.36,12,3115.12,D
5857,Zasilacz,4747.06,8,5126.82,D
5858,Equalizer,3998.88,12,4478.75,G
5859,Smartwatch,937.64,8,1012.65,H
5860,Podkładka,2072.29,8,2238.07,C
5861,Pendrive,3602.09,12,4034.34,D
5862,Wzmacniacz,1474.77,23,1813.97,C
5863,Kontroler,1315.31,23,1617.83,H
5864,Lampa,1733.98,5,1820.68,G
5865,Antena,3481.58,8,3760.11,A
5866,Karta pamięci,4508.47,8,4869.15,E
5867,Zmywarka,3598.05,23,4425.6,H
5868,Modem,3796.42,5,3986.24,E
5869,Router,2455.02,12,2749.62,B
5870,Kabel,382.99,8,413.63,F
5871,Interfejs audio,862.51,12,966.01,G
5872,Ładowarka,2232.7,23,2746.22,F
5873,Pralka,3823.91,8,4129.82,G
5874,Soundbar,397.9,12,445.65,C
5875,Uchwyt,3342.46,5,3509.58,B
5876,Antena,2079.04,23,2557.22,B
5877,Equalizer,4577.48,5,4806.35,G
5878,Kontroler,4222.56,12,4729.27,F
5879,Kolumny,837.01,12,937.45,A
5880,Powerbank,4945.36,8,5340.99,E
5881,Stacja dokująca,1508.51,8,1629.19,F
5882,Ładowarka,1784.03,12,1998.11,F
5883,Dysk,4380.87,12,4906.57,C
5884,Zasilacz,2657.1,23,3268.23,H
5885,Amplituner,2441.29,12,2734.24,D
5886,Kamera,1165.21,8,1258.43,F
5887,Lampa,3987.24,5,4186.6,D
5888,Niszczarka,594.12,23,730.77,C
5889,Mysz,199.4,23,245.26,C
5890,SSD,2547.91,12,2853.66,A
5891,Karta graficzna,1767.15,8,1908.52,D
5892,Odkurzacz,4878.15,23,6000.12,D
5893,Kontroler,3851.86,8,4160.01,G
5894,Smartband,2504.55,5,2629.78,H
5895,Skaner,1956.03,12,2190.75,G
5896,Konwerter,2233.18,8,2411.83,D
5897,Zasilacz,291.78,12,326.79,H
5898,Antena,2345.07,12,2626.48,C
5899,Czajnik,2238.25,8,2417.31,F
5900,Niszczarka,4988.16,23,6135.44,G
5901,Mikser,4169.3,8,4502.84,G
5902,Lokalizator,4073.39,5,4277.06,H
5903,Zasilacz,4046.66,12,4532.26,E
5904,Router,4617.27,23,5679.24,H
5905,Zasilacz,3225.05,5,3386.3,H
5906,Odkurzacz,1941.05,23,2387.49,B
5907,Uchwyt,4576.37,5,4805.19,A
5908,Szkło hartowane,4726.29,23,5813.34,G
5909,Obiektyw,534.84,8,577.63,E
5910,Ładowarka,2041.71,8,2205.05,H
5911,Laptop,918.18,5,964.09,G
5912,Ładowarka,605.64,23,744.94,E
5913,Zmywarka,1464.54,12,1640.28,B
5914,Uchwyt,3495.11,23,4298.99,A
5915,Lokalizator,2908.1,8,3140.75,D
5916,Lokalizator,2931.2,23,3605.38,D
5917,Smartband,2289.04,8,2472.16,E
5918,Fotel,1642.39,23,2020.14,B
5919,Soundbar,2591.08,5,2720.63,F
5920,Powerbank,4159.04,23,5115.62,H
5921,Torba,1873.03,5,1966.68,E
5922,Subwoofer,1701.98,12,1906.22,C
5923,Mikser,523.05,12,585.82,F
5924,Etui,4133.3,23,5083.96,A
5925,Smartband,4128.4,8,4458.67,D
5926,Lampa biurkowa,2374.61,23,2920.77,C
5927,Dysk external,1845.65,12,2067.13,D
5928,Tuner,2281.79,5,2395.88,D
5929,Kino domowe,4422.45,5,4643.57,A
5930,Statyw,3471.72,5,3645.31,E
5931,Pendrive,1143.9,5,1201.1,H
5932,Drukarka,3203.36,23,3940.13,G
5933,Słuchawki,2101.42,8,2269.53,H
5934,Lampa biurkowa,3463.27,5,3636.43,A
5935,Pralka,4395.52,8,4747.16,D
5936,Karta pamięci,3904.09,8,4216.42,D
5937,Ładowarka,3701.35,5,3886.42,G
5938,Aparat,2623.05,12,2937.82,B
5939,Słuchawki,2819.56,23,3468.06,G
5940,Amplituner,1828.96,23,2249.62,E
5941,Projektor,3921.52,12,4392.1,G
5942,Niszczarka,207.44,8,224.04,C
5943,Ładowarka,4079.34,23,5017.59,F
5944,Powerbank,763.5,23,939.11,H
5945,Projektor,964.6,8,1041.77,G
5946,SSD,1522.5,5,1598.62,H
5947,Adapter,2344.8,5,2462.04,A
5948,Powerbank,2664.66,23,3277.53,F
5949,Powerbank,4363.95,5,4582.15,B
5950,Projektor,1039.5,5,1091.48,F
5951,Kamera,4843.38,5,5085.55,C
5952,Soundbar,3380.61,23,4158.15,B
5953,Amplituner,384.08,23,472.42,D
5954,Torba,3964.04,8,4281.16,C
5955,Powerbank,2746.61,12,3076.2,H
5956,Słuchawki,1503.56,23,1849.38,G
5957,Procesor,4872.33,8,5262.12,H
5958,Telewizor,3369.42,8,3638.97,E
5959,Pralka,4561.18,12,5108.52,B
5960,Powerbank,2146.43,12,2404.0,B
5961,Tuner,1814.91,5,1905.66,D
5962,Adapter,4096.43,23,5038.61,B
5963,Hub USB,1381.58,8,1492.11,F
5964,Dysk,3835.03,23,4717.09,F
5965,Odkurzacz,1081.88,5,1135.97,H
5966,Mikrofon,4370.45,12,4894.9,C
5967,Karta pamięci,2931.17,12,3282.91,G
5968,Karta pamięci,3855.82,23,4742.66,B
5969,Powerbank,681.37,23,838.09,H
5970,Powerbank,4957.23,8,5353.81,F
5971,Telefon,513.31,5,538.98,G
5972,Stacja dokująca,4364.2,8,4713.34,A
5973,Router,722.2,23,888.31,B
5974,Płyta główna,2776.33,5,2915.15,H
5975,Dysk,595.7,5,625.49,D
5976,Powerbank,2737.02,5,2873.87,F
5977,Ładowarka,2804.16,12,3140.66,F
5978,Czajnik,4717.37,23,5802.37,G
5979,Ładowarka,194.43,12,217.76,H
5980,Klimatyzator,4189.32,8,4524.47,H
